id	title	pids
60526	途次敷水驿伏睹华州舅氏昔日行县题诗处潸然有感	11300
60527	朝中措（以海错为唐守寿）	52315
60528	石头滩作	49345
60529	送李侍御	3678,23913
60530	到宣武三十韵	18408
60531	与谢翱赠答诗	41548
60532	定风波（四·沈内翰宅百花堆）	62831,63282
60533	寺居寄杨侍御	19723
60534	送宣尊师醮毕归越	63592
60535	水龙吟（丁经之用韵咏园亭，次韵以谢）	58344
60536	梁寺	27059
60537	杜处士新居	30324,30360
60538	送归中丞使新罗	1944,1998,4842,4983
60539	题凌云寺	7860
60540	寄韩蜕秀才	40639
60541	五月一日紫宸候对时属禁直穿内而行因书六韵	24289
60542	踏莎行（约云庵寻梅）	65255,65361
60543	菩萨蛮（寄赵伯山四首）	47912
60544	送崔琦赴宣州幕	7032,7097
60545	郊庙歌辞。太清宫乐章。终上	72857
60546	送张光归吴	4713
60547	黄子陂	7880
60548	洛阳城外别皇甫湜	13301
60549	河中望鸟滩作贻吕四郎中	58851
60550	答太常靳博士见赠一绝	22246
60551	送孙孔二秀才游庐山	35786
60552	曲中唱语	43290
60553	始至云安寄兵部韩侍郎中书白舍人二公近曾远守故有属焉	11097
60554	怨诗效徐淑体	37823,37857
60555	尊师是桃源黄先生传法弟子常见尊师称先师灵迹…旧馆	17913
60556	送金山乡僧归蜀开堂	69867
60557	送友人之扬州（一作游淮南）	26323
60558	夷则商国香慢（赋子固凌波图）	60807
60559	清明日观妓舞听客诗	15606
60560	贯休应梦罗汉画歌（一作禅月大师歌）	36487
60561	酬郑户曹骊山感怀	72432,72507
60562	【正宫】塞鸿秋_湖上即事断	67277
60563	汉上送人西归	26276
60564	送刘公达判官赴天德军幕	6243
60565	西施（三之三·仙吕调）	44090
60566	池州春送前进士蒯希逸	21203
60567	春江曲二首	11824
60568	题黄山人庭前孤桂	29878
60569	新夏歌	13323
60570	阊门书感	20028
60571	集贤宾（林钟商）	44006
60572	踏歌词四首（第二首一作张籍《无题诗》）	11671
60573	为农	2890
60574	祝英台（晚春）	54916,55083
60575	哭张仓曹南史	6217
60576	玉阑干	44734
60577	木兰花慢（赋雪）	57327
60578	寻白鹤岩张子容隐居	70984,71196
60579	长安伤春	39139
60580	送刘相公朝觐二首	39731
60581	寄冯使君	39333,39409,39472
60582	柱上诗	41493
60583	谒金门（为尤郎中延之寿）	53382
60584	最高楼（咏梅）	55655
60585	【双调】阿纳忽	68423
60586	西江月（丙午冬至）	59586
60587	诉衷情（春词）	62851,63300
60588	长安落第	4168
60589	九日和于使君思上京亲故	38243,38270,38609
60590	宿姚少府北斋	25434
60591	送从兄赴洪州别驾兄善琴	7468
60592	菩萨蛮（夏景回文）	45344
60593	蓦山溪（同前）	50312
60594	答诸姊妹戒饮	37796
60595	舟中望九华山	35830
60596	北山独酌，寄韦六	71650
60597	台城路	61231,61233,61409,61591,61610,61679
60598	喜陆侍御破石埭草寇东峰亭赋诗	5141,5143,5145,5148
60599	【双调】清江引_青青子儿枝	67593
60600	西江月（咏冬十首）	51567
60601	浣溪沙（病中有以阑花相供者，戏书）	54974,55140
60602	秋夜思（一作淮上秋夜）	5115
60603	故高安大长公主挽词	32612
60604	送张中丞归使幕（一作韩翃诗）	4341
60605	落月	13517
60606	自秦望赴五松驿，马上偶睡，睡觉成吟	14441
60607	朱秀才庭际蔷薇	29762
60608	长安寓怀	33527
60609	江上居寄山中客	26365
60610	木兰花（海棠·三之二·林钟商）	44120
60611	水调歌头·亭皋木叶下	49242
60612	将度故城湖阻风夜泊永阳戍	21951
60613	齐天乐（三荣人日游龙洞作）	52444
60614	遇道者	33470,39744
60615	孟子见梁襄王	70538
60616	赠妻诗	41513
60617	鹊桥仙（留别）	63749
60618	晋。庾悦鹅炙	36827
60619	送徐铉流舒州（时铉弟锴亦贬乌江尉，亲友临江相送）	35400
60620	送苏八给事出牧徐州用芳韵	44171
60621	戏文·张协状元	67413
60622	驷驖	4587
60623	即事重题	16692
60624	题衡阳隐士山居	32773
60625	醉蓬莱（寿潘漕）	56358
60626	题画梅	69178
60627	望海潮（上太原知府王君贶尚书）	62486
60628	善谑驿和刘梦得酹淳于先生	10864
60629	春中泛舟	7680
60630	宋中遇陈二	2112
60631	使回赴苏州道中作	67599,68252
60632	乌夜号	24839
60633	过贾谊宅	6436
60634	送王府张参军附学及第东归	4512
60635	论诗三十首·二十八	70655
60636	南中荣橘柚	10954
60637	蝉鸣一篇五章	5260
60638	送卢员外往饶州	73671
60639	九日郡斋有感	23421
60640	筹笔店江亭	18207
60641	减字木兰花（赠徐君猷三侍人妩卿）	45480
60642	新秋言怀寄鲁望三十韵	27536
60643	满江红（寿王实之）	58020
60644	菩萨蛮·芭蕉	55742
60645	柳梢青（题钱得闲四时图画）	59532
60646	寒硖	2392
60647	忆故人·烛影摇红	62664
60648	风咏	12031
60649	送处士自番禺东游便归苏台别业	24869
60650	仙都即景	28997,29034
60651	春秋战国门。田子奇	35076
60652	过南邻朱山人水亭	2909
60653	晚秋拾遗朱放访山居	5338,5381
60654	半睡	31875,31902
60655	临江仙（叔母生日次韵许侍郎奕临江仙为寿）	56992,57202
60656	荆门病中雨后书怀寄幕中知己	40456
60657	南园十三首·其五	69241
60658	峥嵘岭	12419,12472
60659	南山别僧	10687
60660	柯敬仲墨竹	68893
60661	伤歙州陈二使君	1870
60662	咏柳 / 柳枝词	47150
60663	点绛唇·梅	50242
60664	虎求百兽	68986
60665	水殿采菱歌	18461
60666	齐云楼晚望偶题十韵兼呈冯侍御，周、殷二协律	15961
60667	杂剧·玉箫女两世姻缘	67729
60668	水调歌头（幕府诸公有和，再用韵谢之）	58961
60669	窦七中丞见示初至夏口献元戎诗，辄戏和之	10166
60670	夜坐闻雨寄严十少府	9145
60671	和人咏雪	29343
60672	一斛珠·晓妆初过	42655
60673	浪淘沙（一名卖花声）	42652
60674	奉和袭美寄滑州李副使员外	28024
60675	花枕	7709,7751
60676	投元郎中	25528
60677	琴操十首。履霜操	10192
60678	长寿乐（般涉调）	44112
60679	与何光远赠答诗（龙女赠光远）	41448
60680	晚望	6451,14327,14387,20606,39686,39829
60681	题韦筹博士草堂（一作薛逢诗，题作韦寿博书斋）	25782
60682	庆长春（寿戴一轩）	66545
60683	思佳客（题《太真出浴图》）	56798
60684	阮郎归·客中见梅	53738
60685	怀庐岳旧隐	32703
60686	题友人云母障子（时年十五）	54225
60687	春怀寄秣陵知友	26735
60688	念奴娇·春雪咏兰	68563
60689	答赵子（一作寄诗答赵象）	37818,37852
60690	满江红（李提刑＿生日）	56892,57102
60691	严陵钓台贻行侣	21716
60692	老僧（一作郑綮诗）	38185
60693	寄天乡寺仲仪上人富春孙处士	21641
60694	题都庆观	41080
60695	晚秋宿李军道所居	38595
60696	荆州新秋病起杂题一十五首。病起见庭菊	40321
60697	送友人归汉阳	20006
60698	牡丹（一作咏牡丹未开者）	24771
60699	还淮却寄睢阳	24273
60700	经太华	37227
60701	东光	70460
60702	临都驿送崔十八	16202,16283
60703	绝句四首	3161
60704	贺新郎（肇庆府送谈金华、张月窗）	57844
60705	送智光禅伯	39525
60706	和窦侍御登凉州七级浮图之作	2218
60707	相和歌辞。挽歌	4522,4544,4554
60708	春兴·夜来风雨梦	67112
60709	寄华阴刘拾遗	27191
60710	鹊桥仙·纤云弄巧	46099
60711	鹧鸪天·吹破残烟入夜风	44124
60712	发襄阳后却寄公安人	73651
60713	瑶花	60982
60714	题玉芝双奉院	30626
60715	寄考功王员外	28417
60716	朝中措（山樊）	55531
60717	临江仙（九之八）	49834
60718	少女词二首	19062
60719	点绛唇·云透斜阳	48186
60720	念奴娇（用东坡赤壁韵）	54206
60721	奉和圣制重阳旦日百寮曲江宴示怀	9017
60722	相和歌辞。采莲曲二首	7861,7884
60723	寇准读书	69013
60724	夏日过友人檀溪别业	26361
60725	玩友人庭竹	18948
60726	送周钺往江夏	23232
60727	鹧鸪天（寿友人母）	63534
60728	送人归吴兴	21853
60729	问韦山人山甫	15206,15308
60730	瑞鹤仙（红叶）	61316
60731	野庵曲	52905
60732	送王昌龄之岭南	71046,71253
60733	送韦侍御先归京（得宽字）	73181,73358
60734	竹林寺别友人（一作与德玄别，一作李玄）	22092
60735	酬袁太祝长卿小湖村山居书怀见寄	6682
60736	赠谢府君	41454
60737	村舍（一作送从兄归隐蓝溪第三首）	21674
60738	无一事	62561,63032
60739	夏日登慈恩寺	26176
60740	鹧鸪天（雨后湖上看落花）	48065
60741	赠剑客李园联句	37648
60742	题元阳观旧读书房赠李范	5661
60743	闻北虏入灵州二首	26420
60744	新城甲仗楼	12768
60745	淇上别刘少府子英	2074
60746	从猎三首	31558
60747	减字木兰花（赠摘阮者）	51716
60748	四俊语	42073
60749	酬乌程杨明府华雨后小亭对月见呈	38478
60750	送巴州杨使君	4395
60751	卜算子（茉莉）	58173
60752	乱后逢李昭象叙别	32758
60753	春秋战国门。夫差	35029
60754	蓝田溪杂咏二十二首。东陂（一作忆皇子陂）	4138
60755	送广通上人游江西	38782
60756	赠初上人	28756,28865
60757	早发寿安次永寿渡	21729,21779
60758	浣溪沙（西园赏牡丹，寿圣亲见双花，卧下皆未睹，折以劝酒，词亦继成）	50523
60759	赠华阴李明府	34356
60760	寄周恽	8911,8982
60761	及第后寄梁烛处士	26962
60762	新罗进白鹰	6328
60763	后汉门。桓帝	35119
60764	满江红（游清风峡和赵晋臣敷文韵）	54588
60765	点绛唇（丙寅秋社前一日溪光亭大雨作）	49720
60766	满庭芳（和昌父）	54328
60767	观李凑所画美人障子	66378
60768	寄题玉霄峰叶涵象尊师所居	27655
60769	夏景端居即事	72742
60770	朗州窦员外见示与澧州元郎中郡斋赠答…因以继和	11328
60771	朝中措（昌甫作长短句呈朱卿、余＿，因和韵）	56509
60772	沁园春（寿太守李宗丞）	66375
60773	念奴娇（记梦）	51242
60774	早渡扬子江（时王璠在浙西）	18334
60775	千秋乐	20471
60776	东溪玩月（一作王维诗）	61439
60777	陪韩院长韦河南同寻刘师不遇（三字分韵，牟得同字）	6241
60778	念奴娇（端午酒边）	59765,59900
60779	双调望江南（胡盘居生日）	60298
60780	临川山行	47734
60781	登江中孤屿	43768
60782	摘红英	65853
60783	念奴娇（刘左史光祖生日）	56923,57132
60784	五原夜吟	41534
60785	自沙县抵龙溪县值泉州军过后村落皆空因有一绝	31624,31715
60786	醉游平泉	16648
60787	清明日青龙寺上方（得多字）	42314
60788	满庭芳（用于真人韵和元真）	47928
60789	捉船行	66984
60790	关山月二首	6569
60791	怀哉行	5185
60792	早春醉吟，寄太原令狐相公、苏州刘郎中	16537
60793	宋进马哀词	52126
60794	蜀都春晚感怀	36729
60795	新楼诗二十首。望海亭（在卧龙山顶上越中最高处）	18352
60796	有所思（一作宋之问诗）	41983
60797	【中吕】朝天子_山中杂书三	68448
60798	雨霁登北岸寄友人	17611,17643
60799	春日（一作元万顷诗）	18014
60800	鸡鸣曲	8206,18260,27081,29161,35667
60801	长沙送梁副端归京	6461
60802	灞岸别友	6504
60803	同群公十月朝宴李太守宅	2195
60804	宫词三十首（存二十七首）	10624
60805	梦得前所酬篇有炼尽美少年之句因思往事…以长句答之	16904
60806	和库部李员外秋夜寓直之作	24490
60807	金缕曲（奇番总管周耐轩生日）	60620
60808	辟寒金（同前）	46309
60809	卢氏池上遇雨赠同游者	25890
60810	上巳日祓禊渭滨应制	31730,33684,40676,43541
60811	寄皇甫七	15876
60812	越女（《乐府诗集》作《采莲曲》）	60158,60554
60813	与梧州刘中丞	18128
60814	文帝议佐百姓诏	70273
60815	青玉案（赠勉道琵琶人）	51756
60816	白菊三首	28580,28595
60817	念奴娇（建安饯交代沈公雅）	51794
60818	和马郎中移白菊见示	23003
60819	酬李廓精舍南台望月见寄	19558
60820	黄鹄下太液池	25610
60821	烈士咏	13367
60822	闻虞沔州有替，将归上都，登汉东城寄赠	68517
60823	杭州开元寺牡丹	20480
60824	松滋渡二首	28457
60825	秋怀赤松道士	39518
60826	寄南岳泰禅师	40674
60827	王孙游	43793,49534
60828	渔家傲（送李惠言、徐元集赴试南宫）	55257
60829	缘路	13638
60830	竹簟	13553
60831	汴州船行赋岸傍所见	18851
60832	虞美人（七夕悼亡）	52058
60833	华胥引（舟中万安用美成韵）	61102
60834	与鲜于庶子自梓州成都少尹自褒城同行至利州道中作	73005
60835	蒙恩赐酒旨令醉，进诗以谢	36338
60836	登少陵原望秦中诸川太原王至德妙用有水术因用感叹	11976
60837	武陵春日	8294,8389
60838	人日陪宣州范中丞…范侍御传真宴东峰亭（一作鲍溶诗）	8802
60839	殴妓	35420
60840	过楚宫	22558,22787
60841	送游山道者	40263
60842	秋晚江次	19342
60843	言行相顾	37348,37349
60844	长乐驿谑李汤给事题名	24816
60845	薄媚（排遍第九）	50232
60846	齐天乐（庚戈元夕都下遇赵立之）	65872
60847	谢高辇先辈寄新唱和集	40250
60848	过宋员外之问旧庄	2743
60849	好事近（赋茉莉）	56048
60850	灯花三首	28529
60851	西江月（叠彩山题壁）	62357
60852	感怀寄人	38100
60853	扬州送人	24728
60854	过春秋峡	17508
60855	满江红（和卢国华）	54585
60856	横吹曲辞。捉搦歌	4224
60857	汉代	31014
60858	回军跛者	5330
60859	赠东川梓桐县韦德孙长官	29922
60860	减字木兰花（李家出歌人）	47481
60861	西归出斜谷	20969
60862	晓发武阳馆即事书情	9648
60863	闲游（一作题山寺僧院）	12968
60864	塞鸿秋·浔阳即景	67542
60865	戏题	24355
60866	荷	27885,28575
60867	北庭西郊候封大夫受降回军献上	72916
60868	江边闲步	36422
60869	代人悼亡	38109
60870	药	24179
60871	荔枝三首（丙寅年秋到福州，自此后并福州作）	31596
60872	和滕迈先辈伤马	19836
60873	赠天台逸人	36549
60874	荡	18523
60875	新居早春二首	15492
60876	大言诗	41298
60877	小雅·甫田	13671
60878	送建州陆使君	67421,68076
60879	美人宫棋	12890
60880	小重山（宴太守张公内翰作）	47420
60881	水调歌头（败荷）	61745
60882	红蕉花	18429
60883	贺新凉（自和酬书院诸丈）	58899
60884	卧病寓居龙兴观枉冯十七著作书知罢…寄冯生并赠乔尊师	6891
60885	望汉月	44461,62422
60886	清平乐（应制）	62593,63061
60887	秋夕读书幽兴，献兵部李侍郎	73439
60888	木兰花令（当涂解印后一日，郡中置酒，呈郭功甫）	45812
60889	咸阳送房济侍御归太原幕（昔尝与济同游此邑）	7023,7088
60890	送史寀滑州谒贾仆射	7037,7102
60891	赋得胥台露	17629
60892	朝回阅乐寄绝句	9779
60893	西凉伎－刺封疆之臣也	14198
60894	贻曹郎中	33427
60895	初入秦川路逢寒食	37164
60896	和李用夫栽小松	24013
60897	江上别张欢（一作劝）	6426
60898	过乘如禅师萧居士嵩丘兰若	53759
60899	陪宣城大夫崔公泛后池兼北楼宴二首	22065
60900	慈恩寺残春	5931
60901	赠旧识	72346
60902	渚宫谢杨秀才自嵩山相访	40560
60903	寒日古人名	28357
60904	秋日寄吟友	32496,32635
60905	意难忘（元宵雨）	65545
60906	送国子令狐博士赴兴元觐省	11319
60907	赠萧少府	71038,71245
60908	旅馆雪晴，又睹新月，众兴所感，因成杂言	9747
60909	晚登江楼有怀	73773
60910	观于舍人壁画山水	5320
60911	杂曲歌辞。君子有所思行	9171
60912	郊居秋日酬奚赞府见寄	10104
60913	季梁谏追楚师	70182
60914	过故友居	32366
60915	寄建州姚员外	27201
60916	题褚遂良孙庭竹	13026
60917	酬张卿夜宿南陵见赠	71835
60918	点绛唇（早春）	53527
60919	送杨长史赴果州	52548
60920	川上女	55400,55832
60921	杼山上峰和颜使君真卿、袁侍御五韵赋得印字…之会	38505
60922	乱后经淮阴岸	9088
60923	重寄卢中丞	23511
60924	清平乐·烟轻雨小	44974
60925	赋得长城斑竹杖	26269
60926	奉和春日望海	16036
60927	自广平乘醉走马六十里至邯郸，登城楼览古书怀	72175
60928	送人庭鹤	34357
60929	将之泽潞留别王郎中	7505
60930	饯唐永昌	20032,30942,31773,33706,41252,41552,41685,44700,45707
60931	岁暮江寺住	40373
60932	伐木	8750
60933	赠供奉僧次融	19290
60934	高士咏。原宪	41049
60935	赠文士王雄	31124
60936	秦门。范增	35097
60937	伤我马词	11139
60938	木兰花慢（寿贾师宪）	66047
60939	除夜雪	69753
60940	瑶华（分韵得作字，戏虞宜兴）	59557
60941	宿花石戍（长沙有渌口、花石二戍）	2694
60942	赋得巨鱼纵大壑	9854
60943	送韩子师侍郎序	69856
60944	康造录事宅送太祝侄之虔吉访兄弟	38750
60945	将赴荆南，寄别李剑州	3094
60946	奉和秘书元丞杪秋忆终南旧居	7583
60947	金陵怀古	7868,11175,18796,21930,30825,30912,32110,33381,34787,37216,70805
60948	谷口书斋寄杨补阙	3866
60949	浣溪沙（饯范子芬行）	51307
60950	下寻阳城泛彭蠡，寄黄判官	71657
60951	朝中措（送管顺甫赴漕）	58869
60952	赠薛瑶英	3698
60953	过王判官西津所居	72983
60954	宿灌阳滩	6673
60955	破阵乐	20573
60956	水龙吟（为陈坂种玉庄作·题据花庵词选补）	63764,63796
60957	寄终南隐者	24318
60958	题青城山范贤观	34835
60959	送人归日东	27323
60960	奉和鲁望齐梁怨别次韵	27732
60961	秦中守岁	59858
60962	读老庄	20499
60963	司马长卿	33752
60964	采桑子·润州多景楼与孙巨源相遇	45318
60965	友人以人参见惠因以诗谢之	27633
60966	与吴子华侍郎同年玉堂同直怀恩叙恳因成…兼呈诸同年	31548
60967	侍宴桃花园咏桃花应制	29213,33220,37423,41208,44933
60968	尔汝歌（清商怨）	46310
60969	西湖月（探梅）	66451
60970	菩提寺上方晚眺	16615
60971	李侍御归炭谷山居，同宿华严寺	23733,23853
60972	甘州令（仙吕调）	44087
60973	池州陈使君见示游齐山诗因寄	36268
60974	满江红（和吕居仁酬芮国瑞提刑）	62989,63433
60975	边庭送别	33437
60976	曾参烹彘	70415
60977	舟行怀阎士和	38588
60978	使东川。江花落	13769
60979	观美人	19024
60980	古风·其一	70670
60981	西山寻辛谔	71066,71274
60982	送郑少府赴滏阳	73129,73305
60983	鹧鸪天（提刑仲钦行部万里，阅四月而后来归，辄成，为太夫人寿）	53021
60984	春阴	31011,31248,35432
60985	浪淘沙（生日）	47547
60986	巡省途次上党旧宫赋	41927
60987	寒食日献郡守	34922
60988	成都罗城北门石记	42009
60989	酬崔侍御见赠	38514
60990	清平乐（题处梅家藏所南翁画兰）	61571
60991	古离别（一作对景惜别）	12053
60992	别郑谷	6616
60993	怀圭峰影林泉	34797
60994	怀旧夜吟寄赵杞	35954
60995	西江月（西园雪后）	50528
60996	奉和李大夫题新诗二首各六韵。因严亭	15631
60997	青玉案（入梅用贺方回韵）	50771
60998	酬李十一尚书西亭暇日书怀见寄十二韵之作	9208
60999	题张乔升平里居	27149
61000	费拾遗书堂	29958
61001	赠别王十七管记	2067
61002	千秋岁（用秦少游韵）	45597,53328
61003	长安书事寄薛戴	7373
61004	岳阳楼	13816,22339,22341,35583,69355
61005	公安县远安寺水亭见展公题壁漂然泪流因书四韵	13530
61006	夜泊越州逢北使	42138
61007	哭张籍司业	38455
61008	书琵琶背	56139
61009	【越调】小桃红_赠刘牙儿瓠	67890
61010	江神子慢	61957
61011	嵩山夜还	24754,26427
61012	赠行脚僧	6449,39121
61013	江神子（和李能伯韵呈赵晋臣）	54608
61014	金谷园花发怀古	18660,18662,37367,37565
61015	荆门送兴禅师	40005
61016	奉和袭美茶具十咏。煮茶	27870
61017	酬彭伉	18109
61018	花径	72784
61019	浣溪沙（檐卜）	64990
61020	伤猿	21252
61021	送新罗客归	31432
61022	安平乐慢	46071
61023	郊庙歌辞。梁太庙乐舞辞。大合舞	2171
61024	望江南（二）	62466
61025	漫感	70638
61026	寄刘栖楚	25237
61027	期王炼师不至	5372,5414
61028	南歌子（二之二）	46510
61029	诉衷情（和韵）	58732
61030	独愁（一作独怨，一作赠韩愈）	12120
61031	送独孤马二秀才居明月山读书	25417
61032	河南白尹有喜崔宾客归洛兼见怀长句，因而继和	11412,11486
61033	送卢少府赴延陵	57684
61034	琴曲歌辞。湘妃怨	8398,8409
61035	河亭	20742
61036	逢病军人	6846
61037	翦征袍（同前）	46324
61038	贺少师相公致政	22051
61039	将赴成都草堂途中有作，先寄严郑公五首	3118
61040	送李二十九兄员外赴邠宁使幕	11320
61041	摸鱼儿（登凤凰台）	66218,66221
61042	伤韦令孔雀词	8191
61043	同声歌	70492
61044	菩萨蛮（春晚二首）	61914
61045	秋晚登城	21772,21822
61046	阮郎归（咏春）	53589
61047	送萧献士（一本题下有往邺中三字）	4912,5052
61048	南海幕和段先辈送韦侍御赴阙	33689
61049	罢秩后入华山采茯苓逢道者	7202
61050	酬乐天待漏入阁见赠（时乐天为中书舍人予任翰林士）	13595
61051	夜游宫·叶下斜阳照水	46929
61052	鹊桥仙（林卿生日）	58160
61053	画堂春令	62673,63131
61054	上苏使君	34923
61055	翰林谏议语	42099
61056	华山畿·风吹窗帘动	43739
61057	赠别司空曙	7055,7120
61058	对花呈幕中	43161
61059	经三泉路作	32601
61060	晨光动翠华	37538
61061	送僧归江南	19681
61062	和蒋进士秋日	29293
61063	题河州赤岸桥	11979
61064	秦楼月·芳菲歇	49053
61065	大鹏赋·并序	70844
61066	宝观主白鸲鹆歌	72827
61067	龙门送裴侍御监五岭选	57707
61068	杂剧·郑孔目风雪酷寒亭	68100
61069	伯奴边见归田赋因投赵侍御	39966
61070	和徐鼎臣见寄	36363
61071	和令狐六员外直夜即事寄上相公	19543
61072	释闷	2493,2548
61073	挟瑟歌	27806
61074	满江红（周监务生日，妻善鼓琴）	63533
61075	送樊侍御使丹阳便觐	73153,73329
61076	重台莲	35491
61077	送穆寂赴举	38687
61078	代胡僧留别	17561
61079	祠渔山神女歌二首	19794
61080	千秋岁（别情）	51951
61081	【中吕】齐天乐过红衫儿　叹世	67694
61082	被花恼（自度腔）	65685
61083	好事近（彦逢弟生日）	50185
61084	寻鲁城北范居士失道落苍耳中见范置酒摘苍耳作	71847
61085	赠江南李偕副使	35696
61086	送汤中丞和蕃	1958,2012
61087	开元杂题七首。杂伎	28318
61088	上宋使君	39414,39476
61089	初秋到慈州冬首换绛牧	30959
61090	喜乾昼上人远相访	40015
61091	送李中丞、杨判官	73696
61092	阮郎归（月下感事）	56614
61093	问舟子	71092,71296
61094	春晴	29265,34941,45943,69301
61095	山中喜得友生书	40193
61096	杂曲歌辞。凉州词	12336,12358
61097	木兰花慢·丁未中秋	57989
61098	送武补阙	37947
61099	菩萨蛮（中吕宫）	44144,44145,44146
61100	逢王十二学士入翰林，因以诗赠	11691
61101	春晓	14037,28082,35840,71082
61102	感怀投时相	31312
61103	酬乐天频梦微之	13878
61104	春晚	25079,25171,34214,70407
61105	江城子·画楼帘暮卷新晴	57269
61106	初除浙东，妻有阻色，因以四韵晓之	13938
61107	得宣州窦尚书书因投寄二首	30067
61108	缑氏拜陵回道中呈李舍人少尹	6240
61109	哭方玄英先生	32908
61110	新小滩	17029
61111	江行寄远	71959
61112	馀瑞麦	9352
61113	再看光福寺牡丹	36788
61114	观元丹丘坐巫山屏风	72076
61115	奉和袭美赠魏处士五贶诗。诃陵尊	27916
61116	柳梢青（鉴止月下赏莲）	55492
61117	献华阴罗丞别	59359
61118	相和歌辞。王昭君	4685,4697,4708,4719,4730,4741,4752,4763,4774,4808,4829,4840,4862,4873,4884
61119	答刘连州邦字	10883
61120	东林寺酬韦丹刺史	38252,38280
61121	渡江云	57466,60118,61185,64964
61122	赠严四草屦	8677
61123	春光好（一名愁倚栏令）	42800
61124	眼儿媚（泊松洲）	59055,59138
61125	山花子·小立红桥柳半垂	69687
61126	题西林壁	66792
61127	拜新月（一作耿湋诗）	7614
61128	杂曲歌辞。长相思	10388,10399,10421,10443
61129	病柏	2429
61130	人道短	13953
61131	咏山泉 / 山中流泉	59581
61132	杂曲歌辞。浣沙女	12866
61133	除夜长安客舍	10753
61134	夏日登车盖亭	69135
61135	宴散	16073
61136	奉和袭美闻开元寺开笋园寄章上人	27999
61137	宿阳台观	24249
61138	敬简王明府（甫尝为唐兴县宰王潜作客馆记疑即王明府）	2915
61139	送晓公归庭山（一作归稽亭）	12339
61140	八月三日夜作	16740
61141	送李侍御赴安西	2188
61142	摸鱼儿（寿东轩）	61377
61143	【双调】水仙子_春日即事鱼	67296
61144	题璿公山池	57585
61145	与牛家妓乐雨后合宴	16841
61146	咏梅子真送郭先辈	36219
61147	秋雁	69350
61148	李花	22381
61149	双调望江南（寿王秋水）	60299
61150	蝶恋花（范参政游石湖作命次韵）	63597,63608
61151	自蓟北归	2202
61152	忆幼子（字骥子，时隔绝在鄜州）	2783
61153	送段九秀才归澧州	11990
61154	边城柳	17719
61155	九江逢卢员外	33160
61156	南乡子（咏棣棠菊）	46836
61157	城南感怀呈永叔	66765
61158	如梦令（寿茶）	52264
61159	杂曲歌辞。今别离	10968
61160	被	27763,28453
61161	鹧鸪天·祖国沉沦感不禁	70115
61162	【双调】寿阳曲　题墨梅	68142
61163	寄旧同年	20851
61164	木兰花（与诸人泛溪作）	47652
61165	赋得月照冰池	17361,22706,22931
61166	重过三衢哭孙员外	30489
61167	杂剧·东堂老劝破家子弟	68445
61168	昔昔盐二十首。蘼芜叶复齐	23487
61169	胡笳十八拍。第十三拍	8616
61170	闻丹丘子于城北营石门幽居中有高凤遗迹仆离群…以寄之	71639
61171	哀蜀人为南蛮俘虏五章。入蛮界不许有悲泣之声	20990
61172	【中吕】醉高歌过红绣鞋_看别人鞍马	68199
61173	临江仙（信州作）	46716
61174	纪道德	41105
61175	答鄜畤友人同宿见示	24143
61176	宿石窟寺	23151
61177	馀杭周从事以十章见寄词调清婉难于遍酬聊和…答来贶	13936
61178	巴江（时僖宗省方南梁）	31345
61179	重过宣峰寺山房，寄灵一上人	65375
61180	青房并蒂莲	66187
61181	樵人十咏。樵火	27840
61182	郊庙歌辞。五郊乐章。肃和	67122,67565,68009,68450,68879
61183	浣溪沙（赋春雪追和东坡韵四首）	50107
61184	诗品二十四则。典雅	28614
61185	浣溪沙（徐州藏春阁园中）	45444
61186	西山三首（即岷山，捍阻羌夷，全蜀巨障）	3080
61187	送厉校书从事凤翔	27202
61188	洞庭风雨二首	24932
61189	龙池寺望月寄韦使君阎别驾	7814
61190	赠少年	25799
61191	寄怀西蟾师弟	40349
61192	南乡子（今年重九，知命已向成都，感之，次韵）	45755
61193	郊庙歌辞。释奠武成王乐章。奠币登歌	71878
61194	轻薄篇	7219,43715
61195	暮秋重过山僧院	26374
61196	初入太行路	14118
61197	郡斋三月下旬作（以下三首一作张又新诗）	11864
61198	秋中过独孤郊居（即公主子）	6922
61199	菩萨蛮（三月六日静胜小集）	56223
61200	亚夫碎玉斗（一作裴次元诗）	20597
61201	寄隐客	13456,13478
61202	寄申州卢拱使君	10103
61203	井络	22634,22860
61204	金缕曲（月夕赋道词，书毕，怆然有感，再赋此）	60914
61205	水槛遣心二首	3009
61206	禁中新月	36345
61207	杂剧·鲁大夫秋胡戏妻	68346
61208	冬日写怀	24342
61209	遥和韩睦州元相公二君子	11764
61210	江边四十韵（此后并江陵时作）	13598
61211	安吉崔明甫山院联句一首	37712
61212	家园瓜熟，是故萧相公所遗瓜种，凄然感旧，因赋此诗	67289,67945
61213	游西山	72676
61214	思游峨嵋寄林下诸友	39965
61215	牛	28196,28883
61216	春风曲	40702
61217	西行	16499
61218	游灵隐天竺二寺	33925
61219	赠刘宽夫昆季（一作赠刘侍郎兄弟三人同时及第）	19867
61220	黄河清	46021
61221	过故友旧居	21761,21811
61222	送知兴上人	25358
61223	题花叶诗	37734
61224	送故人归蜀	4415
61225	初冬偶作	27708
61226	凤鸾双舞	60979
61227	题李尊师松树障子歌	2424
61228	路逢襄阳杨少府入城戏呈杨员外绾	2828
61229	答杨使君登楼见忆	15387
61230	临江仙·梅	48913
